Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,class
-2.086491992,0.511899292,-0.372261446,1.080076197,-0.087946285,-1.587533531,2.052547173,-0.021626702,1.345310471,0.815824134,1
1.786545152,-1.838313994,0.019665562,-0.619029893,-0.547691168,-1.402950229,-1.76125509,-1.397290044,-0.12082123,0.839411868,0
0.71815453,1.250246995,-0.68544354,0.460037783,0.569946115,0.068777268,-0.716739818,-1.098246138,-0.732886971,-1.863972012,1
0.420756469,0.949812441,-1.368715426,1.258310586,0.038165709,1.413673987,-0.432134546,0.976891653,2.10783429,-0.863457753,1
0.847103157,0.666621916,-0.974321771,0.712156051,0.955862382,0.733089004,-0.847527174,1.369799963,0.10515605,-0.207336326,1
0.855470834,-1.189169854,-1.668710958,1.419289765,-0.208735586,-1.55749447,-0.86454207,0.594065305,-0.13252585,1.415707996,1
1.511713429,0.01623913,-1.689891946,1.220945361,0.397687787,2.09370866,-1.511853515,-1.732363918,0.131944908,1.486236633,1
0.533791287,-0.577521904,1.444740415,-1.656041986,1.250003356,0.707845263,-0.508073819,0.238008329,-0.634721303,-0.049493377,0
-0.980573451,0.522808052,1.230980201,-0.929817158,0.68328252,-0.510095027,0.982366143,-0.767568037,0.726617023,-0.916606423,0
1.065128522,-0.608447852,-0.667104339,0.324967849,-1.069191424,-2.568140699,-1.058618831,1.735414451,0.289112757,-1.376382664,1
-0.803338183,-0.017628271,-0.601626941,0.884411642,-0.883947508,1.856500057,0.784484191,1.260635466,0.056883418,-0.182407129,1
0.992403427,1.544064757,-2.26793466,1.986026631,0.247580484,0.586985241,-1.00711863,-0.145978855,-0.293228588,0.056165045,1
-1.856388642,0.398738354,-0.428856708,1.060798642,-1.707937669,0.189157058,1.824954823,-1.284389156,-2.395624437,-0.041691926,1
2.629654512,1.609989991,0.396681878,-1.287134065,-0.948944012,1.772553478,-2.587788001,-1.395007358,1.259312143,-0.598295418,0
-0.954058974,0.103655009,0.269977786,0.043816595,1.429079067,0.017511129,0.944093645,1.323430443,1.047546088,0.356205604,0
1.165192666,-0.489543887,-1.553835555,1.198010323,0.406388417,0.398153778,-1.168472614,-1.122999695,-1.296932986,-0.219112958,1
-1.204894188,-0.468298289,-0.963177022,1.388676259,0.937693804,0.364704945,1.175848173,-0.802509534,-2.333056677,-1.018936781,1
1.136437106,1.068973971,1.401931189,-1.814305963,-0.508633314,0.253788037,-1.102812739,1.224207127,0.020192559,-1.581832014,0
0.850437849,-1.209837784,-0.816104849,0.549278191,-0.000216814,-0.086307127,-0.848818127,-0.681453656,0.752356691,2.534982212,1
0.9657642,1.216827282,-1.565995666,1.277299425,-0.741535778,0.877267306,-0.971993002,-0.42576212,-2.452554663,0.498637532,1
-1.031968302,0.235351867,1.795255624,-1.48949893,-0.101068681,-0.169741511,1.040162823,-0.385778228,0.02765951,0.141055308,0
0.649000746,-0.152110766,0.436818095,-0.664171866,-0.627536425,-1.504279888,-0.634390288,-0.973792566,1.094411296,-0.846922426,0
0.58472414,1.069786462,-1.361328619,1.195789607,-0.753406773,-1.529145542,-0.593710661,1.288249837,0.486104614,1.391172254,1
0.928301263,1.142732911,-1.547492335,1.270940871,0.418247312,-0.348054461,-0.934821633,0.069293021,1.460855536,-0.745043044,1
1.205399185,0.276772409,-1.085632798,0.705844035,0.184443054,-0.402342549,-1.202205955,-1.082813101,-0.628111889,-0.166776149,1
-1.118407865,-1.389784384,-0.123784496,0.501493102,0.035564396,1.171140791,1.101168846,0.314466546,-0.815882596,-0.412500117,0
1.574357037,-1.070037415,-1.641991875,1.150971913,-1.467506917,-0.394183669,-1.573014463,0.255108901,0.393427269,-0.851053852,1
-1.696663242,1.663848931,-0.995850583,1.586942853,-1.449113058,0.246657809,1.660311742,1.235197371,-1.684096727,-1.264635649,1
-0.100310066,-1.006925253,-0.728088832,0.77802129,0.287788032,0.278225853,0.089714167,-0.979350759,-0.433116161,-0.788008824,1
0.8239305,-0.37853006,-1.006800916,0.753130949,-0.246237764,-0.743891483,-0.825089275,0.843472328,0.176365082,0.82377925,1
-1.105557288,0.646127603,-0.023008364,0.394152206,0.585868682,-0.16450634,1.08977038,-0.491098926,0.600809243,0.140134658,0
1.537971562,1.143788571,-1.783237721,1.307578648,0.998155278,0.171496431,-1.538921791,-1.682127204,0.123545637,-0.299016136,1
2.854435827,-0.508105505,0.411888509,-1.378037234,-0.252081294,0.891308475,-2.80922664,1.144095627,-1.409410366,0.806854626,0
0.260253783,1.220406106,1.252733665,-1.368034453,-0.893366848,-0.475163142,-0.240793955,0.170760278,1.583402402,-1.469249851,0
-0.459223803,-1.306676287,-0.886730345,1.060538077,1.366698135,1.23179999,0.441594686,1.992738065,1.217566616,-0.810548155,1
-0.979073583,-0.109323881,-0.511526931,0.851207775,-0.97957898,-0.363407007,0.958893556,-0.344093375,1.048562753,-1.315479721,1
2.503139654,-0.320727613,-0.612362213,-0.213081048,0.139916593,-0.335660773,-2.475782539,1.232529282,-0.235140243,-0.545287188,0
0.872792664,2.107204755,-1.070372801,0.801745801,-0.994463296,0.397796735,-0.87406894,-0.062234428,-1.725142202,-0.608444818,1
-0.947816248,-0.687050017,-0.531788083,0.861443888,0.359460405,-2.308062086,0.927818618,1.116287831,0.583567509,1.91023924,1
-1.137914326,-0.433491963,0.716926407,-0.351504784,0.314790676,-1.317543427,1.131013251,-1.350815917,1.031184488,-0.877153411,0
-0.633938878,0.373953793,-0.767061633,0.996761309,-1.140185873,-1.546944468,0.615371241,0.369358447,1.595364498,0.577068888,1
-0.937602429,0.953968683,1.003169672,-0.711310849,1.660137062,0.626955927,0.937122042,0.490404696,-0.356136006,0.787809308,0
0.671875753,-0.611478687,-0.603854548,0.392136302,1.314174507,0.769683088,-0.670079919,0.27624576,-0.613584846,-0.21767223,1
0.23619356,1.092378329,1.578814244,-1.693351093,0.725555677,-1.264245281,-0.212955227,1.150121429,0.516189339,-0.449285633,0
0.970172586,1.140536875,0.940045415,-1.286338252,1.534825891,-1.297088417,-0.944708607,-0.239458102,0.748174815,-0.619403886,0
1.156276648,-0.064675458,-1.317688515,0.959564173,2.193452148,1.968997884,-1.156700947,1.595001297,0.194872407,-0.27273722,1
1.10979772,0.794852854,-0.956427328,0.60579479,-1.200460421,1.070028051,-1.10631371,-0.731138187,-0.830946877,1.058519458,1
1.038044089,1.91770904,-0.649111599,0.315652014,-1.571872346,1.215930238,-1.031686936,-0.267586336,-0.253417065,-0.034907724,1
1.53019985,-0.843913444,-0.934010699,0.441939966,-0.86710886,0.115201406,-1.52054016,2.167855351,-0.550235414,-0.069589539,1
0.119205424,-1.084203832,-0.706816665,0.68268208,-1.554521978,-1.59347444,-0.126455898,-0.493717945,0.108276161,0.048033004,1
0.727417266,-0.04780152,1.280073212,-1.552598778,-0.00732109,1.06546864,-0.701064172,0.383497367,-0.339281366,0.614655345,0
-0.99348282,0.79631289,2.320248704,-2.039150305,-1.352476776,0.580476676,1.008843196,0.738479237,0.893514514,-0.338591312,0
2.881052855,0.137982237,0.290244441,-1.262592275,0.312540178,-0.560054698,-2.837005957,1.182630944,-1.034117231,-0.832443177,0
1.045660004,0.678505558,-1.61478261,1.30039449,1.925033804,-1.565190085,-1.051384698,0.709253939,0.547291411,0.230596074,1
1.564849995,0.290592028,-2.231921317,1.757299022,-0.443692949,0.738097303,-1.571086709,-0.676864718,0.961627803,2.477056958,1
-0.96187878,0.444041355,0.999735113,-0.699660939,0.737404345,-1.254120057,0.961014763,-0.520981739,-0.359755263,-1.810310939,0
-0.267800013,-0.223965617,-0.652344589,0.756730446,0.969037321,-1.895487921,0.255812459,0.550667044,0.291427353,-0.31689217,1
0.7957635,-1.437918737,-1.278514666,1.040372033,1.652836502,0.857421417,-0.800746632,0.943019869,-0.186126707,-0.067079889,1
-1.30971102,0.97810726,-0.25931333,0.704189628,-0.524540572,-0.541748929,1.288079891,1.044118498,-1.85706486,-0.5114236,1
0.659495477,1.288602004,-1.653426148,1.469361736,-2.317201046,-1.083900351,-0.671120759,-1.022753438,1.367516343,-1.613615003,1
-2.368006924,0.1292636,0.15787993,0.632438634,1.113667972,0.452410453,2.336807525,-0.841383187,0.645082361,-0.598825716,1
-1.995418207,-0.218606236,-0.350861004,1.027664821,-1.093916024,0.62536346,1.963020076,-0.276576814,0.9873406,-0.316289011,1
-1.02903202,-0.537427878,0.952556195,-0.628912978,1.335411296,1.210629463,1.026631234,-0.034756739,-0.936394298,0.339975367,0
0.697172452,-2.141994385,-0.87027823,0.656045608,-1.496367767,-1.023628798,-0.698384809,0.689465774,-0.707194868,0.649053213,1
-0.829863101,1.215969287,1.41764629,-1.171187684,0.0314615,-1.004293039,0.836124366,0.83239365,0.067699754,0.536089254,0
0.897840432,2.722114059,-1.644132507,1.379956875,1.138270466,0.467086831,-0.906007551,-1.592779199,0.206790194,1.143036974,1
-0.555243559,0.861315623,3.041986672,-2.92396638,1.026126384,-1.008078134,0.585856397,-0.536035951,-1.299692961,-0.838109077,0
0.771730557,0.706624554,-0.862358322,0.622953381,-6.71E-05,0.563669567,-0.771797874,-2.493636694,0.346645163,-0.575410347,1
0.419619543,3.229350789,0.955611731,-1.11768496,0.046630096,-0.142110513,-0.401676142,-1.562566368,0.184037163,-0.21130296,0
-0.829952799,0.51959032,-0.352704129,0.63883693,-1.345084216,0.786560873,0.81386763,-1.088788005,1.118511275,2.123909341,1
-1.505676712,1.732402186,-0.009808742,0.514793608,0.278057159,-1.168272015,1.48444797,-0.502783006,0.169262075,-0.611790003,0
-0.551477596,-1.333972724,2.760234331,-2.63716716,-0.291667561,-0.580234559,0.578586972,-0.620015242,1.256616771,-0.687673203,0
-0.658579575,-0.110770959,3.009893151,-2.856511664,-0.609271737,-0.231825219,0.687338881,-1.085151873,-0.534323772,-2.001711477,0
1.729472938,0.648234741,0.110810186,-0.693082582,-0.556092754,-0.036429804,-1.703832434,1.34002411,1.224162642,0.956802114,0
1.367128063,-0.713814822,-1.07612729,0.641907446,0.942407277,0.49542972,-1.361547917,0.354659831,1.405676227,-1.542604021,1
0.926131442,0.754665376,-1.353945165,1.073786939,1.170539144,-2.099643173,-0.930239294,0.858672375,0.626880803,0.751521221,1
-0.951469284,0.54001668,1.194244487,-0.90201573,-1.469713726,1.13261416,0.953206253,-0.692708774,0.136600544,0.686444622,0
0.897446257,0.276783636,-1.217350788,0.943750216,0.033254734,0.188445471,-0.900232106,-1.420125969,1.641104048,0.408328731,1
-0.509274999,-0.313934822,-0.910495505,1.101614653,-0.577435642,0.300565512,0.490644358,1.174564179,1.480843582,0.170981097,1
-1.177904344,1.009872405,1.065431527,-0.694407799,1.101148818,-0.803506512,1.174841529,-0.691810838,0.875756911,1.076891164,0
1.479374999,0.286904443,0.498916384,-1.006036598,1.174705025,0.633007567,-1.45234146,0.726588775,1.801720816,-0.317858168,0
-1.278421768,-0.110040514,-0.47697224,0.916233202,-0.658506007,0.362551512,1.25448195,0.430539437,1.21935462,0.434831226,0
0.097666899,-0.495860485,0.693826074,-0.742105173,0.397955516,0.820772683,-0.08754051,0.512258026,-0.047610107,0.475376316,0
1.433359113,-0.557362994,0.317627224,-0.805261329,0.316401721,1.300230084,-1.409258787,-0.011984311,-0.864345623,0.899351779,0
-0.993242398,1.263057995,0.742775265,-0.426432509,-0.49238308,0.838151206,0.988695439,-0.440867688,-1.199529601,-0.912042085,0
1.931306287,-0.905728009,0.836028741,-1.50220413,-0.488117897,-0.553154872,-1.893683071,-0.565719896,0.038313371,-0.669190959,0
-0.047922603,-1.083213205,0.756684034,-0.757563103,-1.588034707,2.078708739,0.056801663,0.667723051,-0.010455118,2.590099857,0
-1.525411204,-0.319479344,-0.734875137,1.262712508,0.299484396,0.169882833,1.494754133,-0.810245469,1.353768964,-0.188757017,1
-1.138667144,0.598318802,1.730489165,-1.387512258,1.163083636,0.724439614,1.144548601,-0.467671916,1.244759669,-0.598370533,0
0.390386432,-0.435675958,-1.268959395,1.166501975,0.39575614,-0.23195111,-0.400931093,0.380433525,1.240631318,1.136999681,1
-0.735338816,0.079649729,2.679586191,-2.493075138,0.915137762,0.557897838,0.758853094,-0.464659736,-0.148775966,-0.486077049,0
-0.948289477,-1.402514743,1.455532662,-1.170221032,0.715349829,0.778920983,0.953368969,0.185023045,-0.227992621,0.558959149,0
0.369971164,-0.13803865,0.874393524,-1.01800381,0.027666808,-0.953624253,-0.353748808,-1.340470699,-0.410974458,1.238433541,0
-0.745981033,0.592552557,2.002326264,-1.797081362,1.241146577,-0.488241731,0.760797836,-0.136609233,-1.199773844,-0.062095392,0
0.91618742,-0.846303772,-0.645513591,0.352824838,-1.05488882,-0.449114237,-0.911492907,-2.186781556,-0.430316346,-0.275841748,1
-0.758012623,0.399609935,1.455917265,-1.234402932,0.171837866,-0.459682609,0.765764063,0.689966498,-0.003048694,0.271281895,0
0.177021406,-1.342269002,0.377717587,-0.445520868,0.413993457,0.42458089,-0.169772601,0.796823895,-1.290565634,-2.193967269,0
1.501529027,-0.32774151,0.80266613,-1.324015274,0.715637663,0.322718118,-1.470351059,2.058206685,-0.343595357,-0.279251215,1
-0.45333817,-0.495579268,-1.163561471,1.341595278,0.016325465,-0.647506649,0.432297418,-0.231191155,-0.347424833,2.381246734,1
-0.563123839,-0.850234103,-0.33344488,0.529694279,0.299240409,0.340400174,0.551021875,0.707207359,1.151278669,-1.015910345,1
0.774776835,-1.048561115,0.86350244,-1.14257647,-0.773144306,-0.522449005,-0.753017819,-0.792031016,-1.204940416,0.420188099,0
0.941594065,0.633781932,-1.304739646,1.018295831,0.874970172,0.71036674,-0.944864112,0.484058308,-0.951731533,0.427966665,1
1.461951522,1.890559663,-1.130028153,0.66522658,-1.789319605,0.275760225,-1.455722574,-0.379940247,1.0598847,1.152361075,1
-0.365564555,0.380672726,0.350062035,-0.235348721,1.514973173,-0.000199115,0.364858916,-1.41116115,-1.798099689,0.952868613,0
-1.795021953,-0.629978947,-0.553450711,1.167610069,1.165214588,0.226214171,1.762875692,-1.523200492,0.618921837,-2.124446723,1
0.275563849,-0.61483777,-0.761469961,0.686141425,-0.055605353,-1.16234512,-0.281312489,1.222314592,0.011414239,-0.146273207,1
-1.438089463,-0.66390882,-0.831891439,1.332627466,0.680103437,1.921223169,1.407431844,-0.047855501,-0.494659997,-0.500426937,1
0.622401666,-1.388376905,0.326784282,-0.542756911,-1.884658538,-1.576381579,-0.60955288,0.367524204,0.544090465,0.952128382,0
1.654488804,0.745571161,-2.016052341,1.506545367,0.902929451,0.572570864,-1.656744383,-1.071737267,-0.384693245,-0.125112458,1
2.291105333,-0.897616709,0.047812784,-0.816956903,-0.269794213,0.37870482,-2.258387624,-1.400206811,-0.141935666,-0.228131948,0
-1.101737606,-1.260331655,0.863583799,-0.513574266,-0.376613263,-2.466082132,1.097194712,0.301523096,-0.054222016,-1.740172996,0
1.486099633,0.469458561,1.134845348,-1.658460534,2.520970386,0.136831589,-1.450945206,-1.141939952,-0.395962594,0.736371458,0
1.119545249,-0.057493833,-1.173468763,0.82442874,-0.147665536,-0.088116189,-1.118664083,-0.029932998,-0.076912486,-0.045514247,1
0.818016385,0.79235634,0.864759351,-1.158357217,0.70295451,-0.053052635,-0.79563542,-0.469673553,-0.106015881,0.551414198,0
-1.955756215,2.408706794,-0.027030986,0.683286813,0.914840133,-0.199018509,1.928001371,0.270340679,-0.581378587,0.550856004,1
-1.176987911,1.635137905,0.396518626,-0.010822906,-0.006672701,0.294179073,1.165494993,0.573187886,-0.861490687,0.978443223,0
-1.105683755,0.064210863,-0.395478019,0.775005111,-0.752405146,1.650454148,1.085193802,1.005396555,0.759895801,1.852673297,1
-0.556200009,-1.064019666,-0.739303969,0.942320768,0.428712761,1.487958173,0.539072386,0.121117865,-0.042858539,-1.101791285,1
1.592399683,-0.83430568,0.860296149,-1.413399432,0.616408659,0.892964772,-1.55922059,1.017132003,-1.500797093,-1.29271174,0
-0.459555921,2.794545767,-1.121872929,1.301057636,0.810058727,1.850174555,0.438954204,-0.336526634,0.074441463,-0.936657517,1
0.642219661,0.992027362,1.111072036,-1.351251329,1.284898775,0.329557399,-0.61919389,0.721436935,-0.169285862,0.874672733,0
-1.042316474,-1.318118937,0.903550081,-0.574355953,0.573119391,-1.167538696,1.039110931,1.198959806,-0.20929711,-0.685677107,0
-1.366501798,-0.322846389,-0.393652339,0.860575562,0.873681713,0.1357175,1.342379025,0.466690083,0.132661941,-0.144271217,0
0.998514114,0.526332,-1.561098979,1.261313957,0.143061528,1.706713882,-1.004222059,-0.34058674,1.142715416,-0.54148968,1
1.21240517,-0.107406449,-1.9743499,1.612113817,1.058390323,-0.250804244,-1.220331032,-0.66283638,1.080246968,-0.645593892,1
1.671788445,-0.651062656,-1.672122457,1.149114175,-0.234228732,-1.000591492,-1.66946049,-0.98407593,-0.394975392,0.20896247,1
-0.997266516,-0.528286275,1.185242471,-0.877458999,1.537685748,-1.185570391,0.998247926,-0.397791398,0.296254874,-0.283239798,0
-1.516175614,1.974816713,-0.195167569,0.707822912,0.117223563,-1.509442424,1.49246013,-0.733687075,0.192621863,-0.446300115,0
-1.158328223,0.280665827,1.179238697,-0.817326223,0.375439145,-0.40827656,1.156976266,1.697393612,-0.829544199,-0.307309625,0
1.093705469,1.438422841,-1.270379013,0.932171703,-0.565213868,1.191931632,-1.094409687,0.613574257,2.56695893,1.024912961,1
-1.128360424,-1.774137724,-0.565770252,0.956712921,-0.864815951,-2.09324683,1.105403203,0.50960306,-0.80415122,0.379410919,1
1.013476337,1.093765404,-1.212661066,0.900057385,-2.706570951,-0.956507595,-1.01457661,-1.873573568,-0.208488226,0.116884287,1
2.797335338,0.379724523,0.728719823,-1.682821021,-0.440032267,-1.261792734,-2.748927511,0.212539367,0.358985489,-0.629335003,0
1.806451501,1.319272249,1.40873685,-2.045880611,0.917307605,-0.448658945,-1.763349701,0.813447455,0.456481397,-0.122533933,0
1.612597868,0.313145989,0.784600979,-1.342780461,1.018776,0.467452672,-1.580091075,-0.471080671,0.444994646,0.183609106,0
-0.115202533,0.36564446,0.137150751,-0.101601358,-0.212314112,-0.060580948,0.115318852,-0.210747826,-1.198880925,-0.689226578,0
-0.298958341,0.379235302,4.096412493,-4.087921779,-0.934789472,-0.138654301,0.346472359,-0.898301536,1.057483676,1.096110684,0
1.790772481,-1.160858395,1.394956108,-2.026535014,0.770490907,1.231192738,-1.748064392,1.640386097,1.237092955,2.206645899,0
-0.350663628,1.473841365,-1.060627915,1.201935932,-0.326340353,0.548446214,0.332361273,-0.448220205,0.73511515,1.086369859,1
1.121258645,0.071240421,-1.408864021,1.064520891,-0.25016916,0.405493457,-1.123324596,1.269055558,1.319414439,0.818422875,1
1.303075158,0.270305609,-1.561108835,1.159222553,0.60548813,0.328689577,-1.304514221,2.081503001,-0.245088555,1.635131851,1
-2.037441129,-0.928761192,-0.811077314,1.512274753,0.176874139,1.396682222,1.998645164,-1.299173515,-0.347467181,0.6187111,1
0.72254929,1.690650483,0.510312046,-0.763968113,1.519148635,0.387941455,-0.705980275,-1.229471511,1.149056095,0.099503794,0
1.756591097,0.280058761,0.045900263,-0.635810238,0.863581278,0.577103584,-1.731389767,-0.617124853,1.286142097,-0.607157272,0
0.915305895,-0.689017052,0.613950479,-0.934547361,0.459343459,1.808404822,-0.894726915,1.443854126,0.426643074,1.050470742,0
1.514339128,-0.84528348,-1.389261824,0.912702872,0.592773472,1.295784173,-1.510647888,0.271472062,-0.735728533,0.754994038,1
-0.312280535,0.031015648,-0.850434208,0.974167675,-1.424105748,-1.241589972,0.297169235,-1.190751386,-1.577950511,0.069083876,1
-0.173684467,0.870563839,-0.823435452,0.900101181,-1.016170299,0.22368494,0.160856631,1.670020479,-1.372543011,-1.193424867,1
0.714304816,-0.143040594,-1.243068412,1.031440342,0.840181139,-0.945330035,-0.719982348,1.009774534,1.52043097,-1.280692793,1
1.127821212,-1.830465854,-1.863497661,1.527135269,0.864557007,1.177567497,-1.135533515,-0.107175855,1.241119958,0.017727818,1
-1.227594925,1.543435776,-0.426890146,0.847990337,-1.463229753,-2.106947158,1.204999673,-1.921324895,1.165529422,-0.172726967,1
1.999989533,0.32451893,-0.430708398,-0.230125939,-0.054370375,0.551931924,-1.977392213,0.343214325,0.584064164,-0.713861598,0
-0.052432199,0.424447873,-0.298202322,0.322457525,2.120025635,-0.221593411,0.047933383,-0.034320227,0.582427837,0.368089138,1
1.024525282,0.364019081,-0.757956579,0.431466465,0.041351142,-0.432930645,-1.019731451,0.30044671,-0.560303962,-0.351238679,1
-1.642325579,0.514609452,-0.770412593,1.338240309,2.42701661,-0.556960222,1.60958118,-0.026478193,-0.191685104,1.329256788,0
2.462350711,-0.941561587,1.34383936,-2.199414436,-0.836259351,-1.370891198,-2.410874359,-0.171119045,-0.63066403,0.949836818,0
-0.584110776,0.395387937,3.544521599,-3.428077275,-0.531833804,0.398273292,0.620661928,1.495858748,-0.819329875,1.836609769,0
-0.662667849,0.240278468,-0.258168349,0.486103328,-0.540265413,-1.297106366,0.650120718,0.312018379,-1.391035021,-2.019431917,1
-2.714693906,1.244039585,-0.414478838,1.333838288,2.162405735,1.224170225,2.671410773,-1.325278818,-1.088587616,-0.154807538,1
0.51172128,0.593891788,-1.257524362,1.114134405,-0.861355436,0.961570455,-0.520420869,1.771754166,0.351665976,0.284637886,1
-0.699630645,0.769100616,2.705690836,-2.531735212,1.254162272,0.450864045,0.723974931,1.037711586,-1.864451172,1.058926876,0
1.27583911,-0.333429162,0.824750818,-1.270933902,-0.457519383,-0.405536857,-1.247545868,-0.313250471,-0.842601564,-0.883826826,0
1.599257402,-0.097597576,-2.704803656,2.229236005,-1.424958505,-0.365789692,-1.610980502,-0.707275896,-0.78190545,-1.361621702,1
0.823711689,-1.22022991,-0.854073703,0.597057012,0.424143309,1.553467094,-0.822945824,1.523965988,0.74330419,-1.023125802,1
-1.659712201,-0.265376625,-0.60851987,1.178550978,-0.394881783,-1.06055698,1.628767488,1.040995756,-0.347003114,1.648787408,0
-1.025921733,0.890400583,0.333473734,0.002990133,-0.099284343,1.101945524,1.01575055,-0.539008607,-1.557093424,-1.365195812,0
-1.374380773,0.095268731,0.089781156,0.368957717,1.347143159,1.686429859,1.356249408,-2.750556669,0.583265355,-0.440827723,0
-0.914605928,1.096122987,1.539684681,-1.267549621,-0.717450177,-0.40141502,0.921219717,-1.258435226,-0.249672657,-0.425053634,0
1.033418188,0.054073604,-0.780031079,0.451054017,1.953563902,0.569799901,-1.028778328,0.171189423,0.774571305,0.830814301,1
-1.595738219,-1.397938951,-0.533115039,1.080010848,-0.408619738,-0.044173804,1.566641976,0.61265657,-0.957244493,-0.392525153,1
2.679163765,0.407089302,0.929488838,-1.848469925,1.92081576,0.830961322,-2.629878253,1.122181326,-1.428170065,-1.182425488,0
-0.809843364,-0.371568016,1.189304625,-0.944444124,0.438178266,0.322578706,0.81350314,0.051237218,-0.836594526,0.860405604,0
0.54606123,-1.079155264,0.680184751,-0.878478732,1.712411269,-1.117216904,-0.529821917,-0.049849719,-0.979148261,-0.213777126,0
1.450649779,0.117336936,-1.559589076,1.108195635,-1.080860774,0.097133901,-1.45000112,-0.271322706,0.296765222,3.006672637,1
-0.258193694,0.134166537,-0.640187965,0.741081159,1.582197229,-0.728149801,0.246494231,0.933094512,-0.294378773,-1.121808613,1
1.848031742,-0.728249344,-2.248852145,1.679674734,-1.307248492,-0.941587823,-1.850512821,0.081668539,-0.593265221,0.013535305,1
1.505516789,0.060919915,-2.339892076,1.887578559,0.702715668,-0.012723065,-1.513947966,-0.957749656,0.195105894,2.024396399,1
-1.249527312,0.590798085,0.502826114,-0.095192765,-1.634803571,-1.015430157,1.238359417,0.813307387,1.208041497,0.083861474,0
-0.814752813,0.358619603,-0.799650706,1.090696484,-1.083646941,1.764272335,0.793239387,-0.247504216,0.191053277,-0.146902359,1
1.023763255,-0.566549846,-1.700143328,1.39500742,-0.853435634,-0.844681917,-1.030872288,-0.866681092,-0.376740501,0.972484172,1
0.731068618,-0.205829721,-0.806441822,0.579416288,1.531077395,-1.225119755,-0.731000119,-0.997137619,-1.06510169,0.020957645,1
-0.974312919,0.814011761,-0.221272582,0.552857679,-2.067652761,-0.349082069,0.957863181,-0.453015372,-1.402566793,-0.024059016,1
1.124576237,0.458481455,-1.753239543,1.41549595,0.266378404,0.472277914,-1.130942358,0.063369542,0.334191804,1.430672203,1
-1.564706388,-0.217467909,-0.278366129,0.809154095,-0.355314625,-0.675482205,1.539260529,-1.579252405,0.796455961,0.333617642,1
-0.486807126,0.211974626,2.563479971,-2.457687027,-0.537451144,-1.64403235,0.51233957,-0.621065061,0.530449064,0.401513028,0
-0.198516368,-0.93860053,0.775526089,-0.726341826,0.555286185,0.40565575,0.205522391,0.52893483,1.522549998,-2.087835936,0
-2.422808523,0.279619471,-0.596780392,1.422370115,0.468252262,-0.4883123,2.381315731,-0.465180885,-1.001436692,0.577722307,1
1.5449034,1.716611869,-1.024706715,0.529737732,0.682692284,-0.619888092,-1.536182367,0.545439839,-1.047900372,-0.11774722,1
1.870919299,1.276388957,1.639481405,-2.303404593,-0.175191731,0.316816881,-1.824001426,-1.240436867,1.13147838,1.218985738,0
0.414566956,-0.143684627,-0.232946111,0.099182542,0.529509099,-1.60715279,-0.411696229,0.840027316,-0.005643065,-0.100457127,0
-1.123220158,-0.082826424,0.89244657,-0.53588153,-0.741594459,0.071275285,1.118740447,-0.202129048,1.522905367,0.445273151,0
-0.856787713,-1.351226383,-0.57467086,0.87477042,-1.896989145,0.159336808,0.83752476,0.629344588,0.596340972,1.368385535,1
0.83824961,0.091388586,-0.392440805,0.120212881,0.391758873,0.363757112,-0.831453286,1.093404652,0.544551092,0.79880308,1
0.247185283,-0.740244943,-1.030977076,0.971197387,-0.524875218,-1.143091609,-0.256733393,0.934808533,0.092871171,1.839697475,1
0.862675856,-0.219857702,-2.011697201,1.767541207,1.296036436,-1.061824623,-0.875975236,1.263409417,1.143527883,0.274447669,1
1.015784421,-0.689625952,-1.757641284,1.456467785,-0.878775406,-0.141235055,-1.023731025,-0.97241633,-1.221501904,-0.277650264,1
3.744102434,0.045447663,1.717893048,-3.011540731,1.325654901,0.257445006,-3.669938615,-0.021447184,-0.376097468,-0.472042305,0
0.063859018,-0.823493731,1.285695435,-1.335894686,-0.56450982,1.258832378,-0.046735999,-0.301489594,0.709869738,1.793640831,0
0.826126847,1.990292991,-0.837730144,0.579537804,-0.41417055,-0.774462842,-0.825120842,-0.007926184,1.333543206,-0.65889548,1
-0.849020519,-0.177861524,-1.349458912,1.664304708,0.577170978,0.676986747,0.820087145,0.679236201,1.218133659,0.268047948,1
1.136539365,1.40194328,-1.923940282,1.586008719,1.21193049,-0.105619205,-1.144892367,1.188707454,0.314919438,1.02210835,1
1.498308677,0.077473349,0.898197257,-1.420606071,2.021138958,-1.654094513,-1.465970065,-0.728254632,-1.268413073,0.464929569,0
-0.437134091,0.888536117,-1.133173484,1.305094523,0.394608296,0.372948217,0.416704024,-1.862827393,0.109181644,-0.645116592,1
1.37539174,2.177961396,-0.101032421,-0.357793417,-0.373568879,0.611696858,-1.357388216,-1.237368018,-0.712716659,0.767011764,0
-1.089463973,-0.005372478,0.873632448,-0.527962568,0.770435965,1.443917626,1.08521995,-0.975784919,1.160455353,-0.627754348,0
1.090823996,-0.653639505,-1.070076247,0.72834947,0.675131384,1.228129447,-1.089040403,1.569462328,-1.507451356,1.232310685,1
-1.110933885,2.298066419,1.63179013,-1.295900356,-1.92992851,-0.368890272,1.115958308,0.773123469,-0.356421562,-0.34717083,0
-1.515395978,1.107406518,-0.930000403,1.458849768,0.568625326,2.04507451,1.482416439,0.445295031,-0.565788164,0.305435323,0
